"New Attribute","新属性"
"New RMA","新建 RMA"
"New RMA Item Attribute","新建 RMA 商品属性"
"New RMA Request","新建 RMA 请求"
"New RMA for Guest","新建适用于来宾的 RMA"
"New Return for Order %s","新建适用于订单 %s 的退货"
"No","否"
"No authorized items or allowed shipping methods","没有授权的商品或允许的运送方式"
"No detail for number ""%s""","编号 ""%s"" 无详情"
"No items for bundle product.","没有适用于捆绑产品的商品。"
"None","无"
"Not Notified","未通知"
"Notified","已通知。"
"Notify Customer by Email","通过电子邮件通知客户"
"Number","数字"
"OK","确定"
"Only one RMA is available for printing","仅有 1 个 RMA 可供打印"
"Order #","订单 #"
"Order # %s","订单 #%s"
"Order #%s - %s","订单 #%s - %s"
"Order Date","订单日期"
"Order Date: ","订单日期："
"Order Date: %s","订单日期：%s"
"Order ID","订单 ID"
"Order Shipping Address","订单运送地址"
"Packages","包裹"
"Partially Approved","部分审核通过"
"Partially Authorized","部分已授权"
"Partially Rejected","部分被拒绝"
"Pending","挂起"
"Please Select Order","请选择订单"
"Please Select Products to Add","请选择要添加的产品"
"Please select one of the options.","请选择下列一个选项。"
"Please wait, loading...","请稍候，正在加载..."
"Price","价格"
"Print","打印"
"Print Shipping Label","打印发货标签"
"Processed and Closed","已处理并关闭"
"Product","产品"
"Product Name","产品名"
"Properties","属性"
"Qty","数量"
"Qty:","数量："
"Quantity To Return","退货数量"
"Quantity of %s is greater than you can return.","%s 的数量多于您能够退货的数量。"
"Questions","问题"
"RMA","RMA"
"RMA #","RMA #"
"RMA Admin Comments","RMA 管理员评注"
"RMA Admin Comments for Guest","适用于来宾的 RMA 管理员评注"
"RMA Authorization","RMA 授权"
"RMA Authorization Email Sender","RMA 授权电子邮件发送者"
"RMA Authorization Email Template","RMA 授权电子邮件模板"
"RMA Authorization Email Template for Guest","适用于来宾的 RMA 授权电子邮件模版"
"RMA Authorization for Guest","适用于来宾的 RMA 授权"
"RMA Comment Email Recipient","RMA 评注电子邮件收件人"
"RMA Comment Email Sender","RMA 评注电子邮件发送者"
"RMA Comment Email Template","RMA 评注电子邮件模板"
"RMA Comment Email Template for Guest","适用于来宾的 RMA 评注电子邮件模板"
"RMA Confirmation","RMA 确认"
"RMA Customer Comments","RMA 客户评注"
"RMA Email Sender","RMA 电子邮件发送者"
"RMA Email Template","RMA 电子邮件模版"
"RMA Email Template for Guest","适用于来宾的 RMA 电子邮件模版"
"RMA History","RMA 历史记录"
"RMA Information","RMA 信息"
"RMA Item Details","RMA 商品详情"
"RMA Items","RMA 商品"
"RMA Items Requested for","已申请 RMA 商品："
"RMA Settings","RMA 设置"
"Reason to Return","退货原因"
"Rejected","已拒绝"
"Remaining Qty","剩余数量"
"Remaining Qty:","剩余数量："
"Remove","删除"
"Request Details","申请详情"
"Request Information","请求信息"
"Request Qty","申请数量"
"Requested Qty","已申请数量"
"Resolution","解决方式"
"Return","退货"
"Return #","退货 #"
"Return #%s has been submitted successfully","退货 #%s 已被成功提交"
"Return Address","退货地址"
"Return Address:","退货地址："
"Return Date: ","退货日期："
"Return Items Information","退货商品信息"
"Return Partially Received","收到退货部分信息"
"Return Received","收到退货信息"
"Return Status","退货状态"
"Returned Qty","退货数量"
"Returns History Info","退货历史信息"
"SKU","SKU"
"Save","保存"
"Save Attribute","保存属性"
"Save and Continue Edit","保存并继续编辑"
"Select","选择"
"Select Items","选择商品"
"Select valid carrier.","选择有效的承运商。"
"Send RMA Authorization Email Copy Method","发送 RMA 授权电子邮件副本方式"
"Send RMA Authorization Email Copy To","发送 RMA 授权电子邮件副本至"
"Send RMA Comment Email Copy To","发送 RMA 评注电子邮件副本至"
"Send RMA Email Copy Method","发送 RMA 电子邮件副本方式"
"Send RMA Email Copy To","发送 RMA 电子邮件副本至"
"Ship From","运送自"
"Shipment Package Popup","运送包裹弹出"
"Shipment Print Label Popup","运送打印标签弹出窗口"
"Shipment Print Package Popup","运送打印包裹弹出窗口"
"Shipment Tracking Popup","运单追踪弹出窗口"
"Shipping Address","送货地址"
"Shipping Address:","运送地址："
"Shipping Information","运送信息"
"Shipping Labels are not allowed.","不被允许的运送标签。"
"Shipping Method","运送方式"
"Shipping and Tracking Information","运送和追踪信息"
"Show Details","显示详情"
"Show Packages","显示包裹"
"Show on Frontend","在前端显示"
"Sort Order","排序顺序"
"Split","切分"
"State/Province","州/省"
"Status","状态"
"Street Address","街道地址"
"Sub-items:","子项目："
"Submit","提交"
"Submit Comment","提交评论"
"Submit RMA","提交 RMA"
"Text Area","文本区"
"Text Field","文本字段"
"The RMA item attribute has been deleted.","RMA 商品属性已被删除。"
"The RMA item attribute has been saved.","RMA 商品属性已保存。"
"The RMA request has been submitted.","RMA 请求已提交。"
"The RMA request(s) cannot be closed","RMA 请求无法关闭"
"The carrier needs to be specified.","需要指定承运人。"
"The shipment has been created. The shipping label has been created","运送货物已创建。运送标签已创建。"
"The shipping label has not been created. Please configure your Store Information and Shipping Settings","发货标签尚未创建。请配置您的店铺信息和发货设置"
"There are no applicable items for return in this order","对于该订单没有适用于退货的商品"
"There is an error in quantities for item %s.","商品 %s 的数量有错误。"
"Total Weight","总重量"
"Track this shipment","追踪该运单"
"Tracking number cannot be empty.","追踪号不能为空。"
"Type","类型"
"Use Store Address","使用商店地址"
"Use config","用户配置"
"Valid range 2-20","有效范围 2-20"
"View","查看"
"View Return","查看退货"
"Visible on Frontend","前端可见"
"Weight","高度"
"Width","宽"
"Wrong RMA Selected.","已选择错误的 RMA。"
"Wrong RMA item requested.","已选择错误的 RMA 项目。"
"Wrong RMA item status.","错误的 RMA 项目状态。"
"Wrong RMA order id.","错误的 RMA 订单 ID。"
"Wrong RMA requested.","错误的 RMA 请求。"
"Wrong order id or item id requested.","已请求错误的订单 ID或商品 ID。"
"Wrong rma id.","错误的 RMA ID。"
"Yes","是"
"You cannot delete this attribute.","您无法删除该属性。"
"You cannot edit this attribute.","您无法编辑该属性。"
"You cannot return %s.","您无法退货 %s。"
"You have chosen to change status(es) of the selected RMA requests to Close.\nAre you sure you want to proceed?","您已选择变更已选 RMA 请求的状态为关闭。\n您确定要继续吗？"
"You have placed no returns.","您没有申请退货。"
"Your Return request has been authorized.","您的退货请求已被授权。"
"Your Return request has been closed.","您的退货请求已关闭。"
"Your Return request has been partially approved.","您的退货请求已部分被审核通过。"
"Your Return request has been partially authorized. ","您的退货请求部分已授权。"
"Your Return request has been partially received.","您的退货请求部分已接收。"
"Your Return request has been partially rejected.","您的退货请求部分被拒绝。"
"Your Return request has been placed.","您的退货请求已处理。"
"Your Return request has been processed and closed.","您的退货请求已处理并关闭。"
"Your Return request has been received.","您的退货请求已收到。"
"ZIP/Postal Code","邮政编码"
"enterprise_rma","enterprise_rma"
